id_operacao,id_cooperativa,id_cliente,linha_credito,cultura,valor_operacao,data_contratacao,data_vencimento,taxa_juros,status,dias_atraso,regiao_x,estado_x,ano_contratacao,mes_contratacao,trimestre_contratacao,inadimplente,faixa_atraso,porte_operacao,nome_cliente,cpf_cnpj,renda_anual,area_propriedade,score_credito,data_cadastro,segmento,anos_relacionamento,categoria_score,porte_propriedade,nome,estado_y,regiao_y,valor_em_atraso,provisao
17,25,1398,Investimento,Soja,187501.71698346687,2025-03-08 01:55:22.165144,2025-09-26 01:55:22.202134,9.036340346187124,Ativo,0,Nordeste,SP,2025,3,1,0,Em dia,Médio,Cliente_1398,84758188430.0,112023.90314581271,60.261813564329785,736.1025923722837,2024-04-10 01:55:22.395135,Pequeno Produtor,1.2484599589322383,Bom,Média,Sicoob Regional 25,GO,Sudeste,0.0,937.5085849173344
18,16,1195,Pronaf,Soja,244739.53996999425,2024-07-18 01:55:22.165148,2025-11-09 01:55:22.202138,8.628551453352145,Ativo,0,Sul,MG,2024,7,3,0,Em dia,Grande,Cliente_1195,22960053348.0,197531.2967654879,69.10958219846111,582.5064746827798,2020-10-09 01:55:22.394431,Pequeno Produtor,4.7501711156741955,Médio,Média,Sicoob Regional 16,RS,Nordeste,0.0,1223.6976998499713
19,37,4449,Custeio,Soja,255603.1977554111,2023-08-31 01:55:22.165151,2025-10-24 01:55:22.202141,10.252508333416472,Vencido,174,Nordeste,PR,2023,8,3,1,Acima de 90 dias,Grande,Cliente_4449,27374338185.0,122628.74587150944,81.29994675738139,433.3760992891702,2023-07-29 01:55:22.406078,Pequeno Produtor,1.949349760438056,Baixo,Média,Sicoob Regional 37,RS,Sudeste,255603.1977554111,76680.95932662333
20,44,2091,Custeio,Milho,494347.2542646151,2024-07-17 01:55:22.165155,2026-05-08 01:55:22.202144,7.07262831332438,Ativo,0,Nordeste,GO,2024,7,3,0,Em dia,Grande,Cliente_2091,27643714967.0,120986.44323139268,96.88812383413558,845.513290272358,2021-09-25 01:55:22.397853,Médio Produtor,3.789185489390828,Excelente,Média,Sicoob Regional 44,GO,Nordeste,0.0,2471.7362713230755
21,17,454,Custeio,Soja,167769.75313610956,2024-03-29 01:55:22.165158,2025-12-06 01:55:22.202148,9.941168347076024,Ativo,0,Sudeste,PR,2024,3,1,0,Em dia,Médio,Cliente_454,53724850130.0,102707.71240009752,51.58270177806445,843.7533096575686,2022-07-31 01:55:22.391639,Médio Produtor,2.943189596167009,Excelente,Média,Sicoob Regional 17,BA,Sul,0.0,838.8487656805478
22,10,710,Comercialização,Soja,325224.85864667967,2024-09-17 01:55:22.165162,2025-09-15 01:55:22.202151,6.467755651816647,Ativo,0,Sudeste,MT,2024,9,3,0,Em dia,Grande,Cliente_710,46537631489.0,104116.10874142338,86.92221341050883,776.0188417046302,2021-12-08 01:55:22.392654,Pequeno Produtor,3.586584531143053,Excelente,Média,Sicoob Regional 10,BA,Norte,0.0,1626.1242932333985
23,30,73,Comercialização,Soja,390064.9555453595,2023-12-14 01:55:22.165165,2026-02-17 01:55:22.202154,10.07884645391896,Ativo,0,Centro-Oeste,BA,2023,12,4,0,Em dia,Grande,Cliente_73,55091217598.0,102469.7142840996,108.98620500168428,774.2367671990261,2021-10-16 01:55:22.390211,Grande Produtor,3.7316906228610542,Excelente,Grande,Sicoob Regional 30,PR,Nordeste,0.0,1950.3247777267977
24,23,3103,Pronamp,Milho,201553.56435404764,2023-07-18 01:55:22.165172,2025-08-13 01:55:22.202158,8.611984004532541,Ativo,0,Sudeste,MT,2023,7,3,0,Em dia,Grande,Cliente_3103,92978587253.0,69790.9030602236,74.04203320913587,873.4001834966527,2023-09-20 01:55:22.401395,Pequeno Produtor,1.8042436687200547,Excelente,Média,Sicoob Regional 23,MG,Nordeste,0.0,1007.7678217702382
25,3,2092,Comercialização,Algodão,527574.1750440224,2024-12-14 01:55:22.165176,2025-09-05 01:55:22.202161,8.651745316290834,Ativo,0,Centro-Oeste,GO,2024,12,4,0,Em dia,Grande,Cliente_2092,67522245650.0,205925.41105621296,36.46131945004163,729.4911348476892,2024-08-09 01:55:22.397857,Médio Produtor,0.917180013689254,Bom,Média,Sicoob Cooplivre,SP,Sudeste,0.0,2637.870875220112
26,28,4735,Comercialização,Algodão,210262.7522918645,2024-06-10 01:55:22.165180,2026-05-03 01:55:22.202165,6.568121858561782,Vencido,13,Sudeste,PR,2024,6,2,0,1-30 dias,Grande,Cliente_4735,46478927758.0,128886.6508911414,44.559125263193295,371.90331907892494,2021-01-04 01:55:22.407071,Pequeno Produtor,4.511978097193703,Muito Baixo,Média,Sicoob Regional 28,MT,Sudeste,0.0,2102.6275229186454
27,45,1695,Investimento,Soja,329143.17709602055,2024-10-15 01:55:22.165183,2025-12-04 01:55:22.202168,6.55671551764191,Vencido,137,Sudeste,BA,2024,10,4,1,Acima de 90 dias,Grande,Cliente_1695,65483086993.0,117763.52822203183,97.39391799660244,662.2375620587123,2021-11-05 01:55:22.396425,Grande Produtor,3.676933607118412,Bom,Média,Sicoob Regional 45,BA,Sul,329143.17709602055,98742.95312880616
28,5,1126,Investimento,Milho,269174.5522644795,2025-01-19 01:55:22.165187,2025-09-13 01:55:22.202172,7.856330904818956,Ativo,0,Nordeste,BA,2025,1,1,0,Em dia,Grande,Cliente_1126,50289511016.0,99227.21562255344,6.550587397266298,645.6101874809168,2022-11-27 01:55:22.394191,Pequeno Produtor,2.617385352498289,Médio,Pequena,Sicoob Engecred,GO,Centro-Oeste,0.0,1345.8727613223975
29,32,2730,Custeio,Cana-de-açúcar,392561.4818097857,2023-08-17 01:55:22.165191,2025-10-04 01:55:22.202175,4.917915641097807,Ativo,0,Norte,GO,2023,8,3,0,Em dia,Grande,Cliente_2730,14878769698.0,192786.00563811505,36.606238962230094,318.1351084901099,2024-03-26 01:55:22.400105,Pequeno Produtor,1.2895277207392197,Muito Baixo,Média,Sicoob Regional 32,BA,Sudeste,0.0,1962.8074090489285
30,2,4735,Investimento,Cana-de-açúcar,318008.1182927533,2024-03-23 01:55:22.165194,2025-09-13 01:55:22.202178,4.192337944622111,Ativo,0,Nordeste,GO,2024,3,1,0,Em dia,Grande,Cliente_4735,46478927758.0,128886.6508911414,44.559125263193295,371.90331907892494,2021-01-04 01:55:22.407071,Pequeno Produtor,4.511978097193703,Muito Baixo,Média,Sicoob Credicom,MG,Sudeste,0.0,1590.0405914637665
31,14,4557,Custeio,Algodão,238972.715100504,2024-11-22 01:55:22.165198,2026-06-21 01:55:22.202182,7.222235098192799,Ativo,0,Sudeste,MT,2024,11,4,0,Em dia,Grande,Cliente_4557,93288908699.0,76453.54661525677,102.37898751531397,597.8125419640769,2022-07-02 01:55:22.406452,Médio Produtor,3.02258726899384,Médio,Grande,Sicoob Regional 14,MT,Norte,0.0,1194.86357550252
32,20,4679,Investimento,Milho,385592.7264685787,2025-02-25 01:55:22.165202,2025-12-20 01:55:22.202185,7.117892236610172,Ativo,0,Sudeste,BA,2025,2,1,0,Em dia,Grande,Cliente_4679,84030562624.0,125150.92854745824,103.34431457431052,824.5405103500818,2020-12-22 01:55:22.406876,Pequeno Produtor,4.547570157426421,Excelente,Grande,Sicoob Regional 20,RS,Centro-Oeste,0.0,1927.9636323428933
33,37,1352,Pronamp,Café,274212.2568391735,2024-06-10 01:55:22.165205,2025-08-21 01:55:22.202189,12.29982454306143,Ativo,0,Nordeste,BA,2024,6,2,0,Em dia,Grande,Cliente_1352,34196178333.0,183812.71234225325,90.66371661513588,365.2165901485578,2021-11-23 01:55:22.394976,Médio Produtor,3.6276522929500343,Muito Baixo,Média,Sicoob Regional 37,RS,Sudeste,0.0,1371.0612841958675
34,5,1736,Investimento,Soja,211303.7794501142,2024-11-28 01:55:22.165209,2025-08-19 01:55:22.202192,8.84213378091101,Ativo,0,Norte,RS,2024,11,4,0,Em dia,Grande,Cliente_1736,22545907941.0,78436.64174467628,68.73662470411246,750.0714133346455,2020-12-25 01:55:22.396571,Grande Produtor,4.539356605065024,Excelente,Média,Sicoob Engecred,GO,Centro-Oeste,0.0,1056.518897250571
35,28,2012,Comercialização,Cana-de-açúcar,297888.9864490773,2024-07-10 01:55:22.165213,2026-04-12 01:55:22.202196,10.890615063167182,Vencido,50,Norte,PR,2024,7,3,0,31-60 dias,Grande,Cliente_2012,31603653743.0,84322.97079060537,41.28048596021542,421.45100511812336,2021-06-27 01:55:22.397575,Pequeno Produtor,4.035592060232717,Baixo,Média,Sicoob Regional 28,MT,Sudeste,0.0,8936.66959347232
36,4,4110,Pronamp,Algodão,249670.31926434723,2024-01-27 01:55:22.165216,2026-02-24 01:55:22.202199,10.7365409314246,Ativo,0,Norte,MG,2024,1,1,0,Em dia,Grande,Cliente_4110,12760564521.0,144399.99727121336,99.9571179375546,516.7750670525945,2024-05-25 01:55:22.404894,Grande Produtor,1.1252566735112937,Médio,Média,Sicoob Metropolitano,PR,Sul,0.0,1248.3515963217362
37,8,1128,Pronamp,Milho,238233.92262672348,2024-10-25 01:55:22.165220,2025-12-21 01:55:22.202202,6.375466468933777,Ativo,0,Sudeste,RS,2024,10,4,0,Em dia,Grande,Cliente_1128,37405768661.0,175008.73788701097,68.48757248689083,472.7925053529159,2020-07-17 01:55:22.394198,Médio Produtor,4.980150581793292,Baixo,Média,Sicoob Regional 8,PR,Centro-Oeste,0.0,1191.1696131336173
38,50,2251,Comercialização,Milho,312189.0858300367,2023-10-29 01:55:22.165223,2025-12-04 01:55:22.202206,11.384846811640148,Liquidado,0,Nordeste,SP,2023,10,4,0,Em dia,Grande,Cliente_2251,80971591410.0,141449.43236260797,71.60064631474401,838.5645458524474,2025-05-19 01:55:22.398428,Pequeno Produtor,0.14236824093086928,Excelente,Média,Sicoob Regional 50,SP,Sudeste,0.0,1560.9454291501836
39,48,636,Pronaf,Algodão,13195.459659118203,2025-07-02 01:55:22.165227,2026-01-13 01:55:22.202209,6.335194829510742,Ativo,0,Centro-Oeste,GO,2025,7,3,0,Em dia,Pequeno,Cliente_636,94555257266.0,162533.46197135898,36.1565154976384,861.8624237336516,2025-03-12 01:55:22.392333,Médio Produtor,0.32854209445585214,Excelente,Média,Sicoob Regional 48,RS,Nordeste,0.0,65.97729829559101
40,2,990,Comercialização,Café,397268.089881882,2025-06-26 01:55:22.165230,2026-02-22 01:55:22.202212,11.269019337993925,Ativo,0,Sul,MT,2025,6,2,0,Em dia,Grande,Cliente_990,57872912271.0,42629.444003290846,36.31620110194543,749.5723312532199,2023-10-30 01:55:22.393692,Médio Produtor,1.6947296372347707,Bom,Média,Sicoob Credicom,MG,Sudeste,0.0,1986.3404494094102
41,15,3709,Pronaf,Soja,181580.3743951044,2024-11-05 01:55:22.165234,2025-08-25 01:55:22.202216,8.143777488659898,Ativo,0,Nordeste,SP,2024,11,4,0,Em dia,Médio,Cliente_3709,54431644863.0,98266.13371924644,124.03759918510325,604.4211124699468,2023-10-03 01:55:22.403507,Pequeno Produtor,1.7686516084873374,Médio,Grande,Sicoob Regional 15,PR,Centro-Oeste,0.0,907.901871975522
42,8,3124,Custeio,Algodão,324957.6181294612,2023-08-09 01:55:22.165238,2026-02-18 01:55:22.202220,9.93814834987275,Ativo,0,Sudeste,GO,2023,8,3,0,Em dia,Grande,Cliente_3124,67804275141.0,63353.56832320514,30.59172992860368,648.2079154413509,2022-03-15 01:55:22.401467,Pequeno Produtor,3.3210130047912387,Médio,Média,Sicoob Regional 8,PR,Centro-Oeste,0.0,1624.788090647306
43,17,2772,Comercialização,Café,307022.113567362,2025-03-11 01:55:22.165241,2025-08-23 01:55:22.202223,5.168424259843354,Vencido,85,Sudeste,BA,2025,3,1,0,61-90 dias,Grande,Cliente_2772,88709320299.0,35341.056306009064,77.46643152113346,820.2217137578359,2020-12-17 01:55:22.400252,Médio Produtor,4.561259411362081,Excelente,Média,Sicoob Regional 17,BA,Sul,0.0,30702.211356736203
44,3,3328,Custeio,Cana-de-açúcar,92599.7718963055,2024-11-21 01:55:22.165245,2026-01-24 01:55:22.202226,7.179595397224389,Ativo,0,Sul,GO,2024,11,4,0,Em dia,Médio,Cliente_3328,14931899173.0,61621.849899065644,58.752210400316415,523.3579870981928,2021-02-04 01:55:22.402176,Grande Produtor,4.427104722792608,Médio,Média,Sicoob Cooplivre,SP,Sudeste,0.0,462.99885948152746
45,42,4777,Investimento,Algodão,118845.42440319392,2024-04-17 01:55:22.165248,2026-03-14 01:55:22.202230,9.433740742441854,Ativo,0,Sul,GO,2024,4,2,0,Em dia,Médio,Cliente_4777,82828876757.0,142975.7380909875,49.09881477874964,622.5399860650434,2022-07-17 01:55:22.407213,Pequeno Produtor,2.9815195071868583,Médio,Média,Sicoob Regional 42,RS,Sudeste,0.0,594.2271220159696
46,31,764,Custeio,Soja,319782.81026840745,2024-04-25 01:55:22.165252,2025-11-28 01:55:22.202233,10.991651236234931,Liquidado,0,Norte,SP,2024,4,2,0,Em dia,Grande,Cliente_764,94663007693.0,20000.0,62.29394774624557,643.9394083938096,2022-05-09 01:55:22.392854,Grande Produtor,3.1704312114989732,Médio,Média,Sicoob Regional 31,RS,Norte,0.0,1598.9140513420373
47,20,3625,Custeio,Soja,356447.9714337201,2025-02-24 01:55:22.165255,2025-08-28 01:55:22.202236,9.063733064155596,Liquidado,0,Norte,MT,2025,2,1,0,Em dia,Grande,Cliente_3625,62364063666.0,20000.0,70.83791181804109,425.0359977047924,2023-10-04 01:55:22.403214,Pequeno Produtor,1.7659137577002053,Baixo,Média,Sicoob Regional 20,RS,Centro-Oeste,0.0,1782.2398571686006
48,35,4312,Custeio,Café,231118.74895601705,2024-04-08 01:55:22.165259,2026-05-25 01:55:22.202240,10.423407927187,Ativo,0,Sudeste,PR,2024,4,2,0,Em dia,Grande,Cliente_4312,43682522157.0,92366.44010277596,56.470471689921865,750.0243351626826,2020-08-11 01:55:22.405603,Pequeno Produtor,4.91170431211499,Excelente,Média,Sicoob Regional 35,BA,Nordeste,0.0,1155.5937447800852
49,28,1077,Comercialização,Algodão,169743.80445859488,2023-11-27 01:55:22.165262,2026-04-10 01:55:22.202243,7.340488836883281,Liquidado,0,Sudeste,MG,2023,11,4,0,Em dia,Médio,Cliente_1077,57445680175.0,141153.90642761032,169.90552119621765,759.852998805896,2024-07-10 01:55:22.394009,Pequeno Produtor,0.999315537303217,Excelente,Grande,Sicoob Regional 28,MT,Sudeste,0.0,848.7190222929744
50,47,761,Custeio,Cana-de-açúcar,135363.18917513313,2024-11-29 01:55:22.165266,2025-12-24 01:55:22.202247,12.25317738227936,Ativo,0,Sudeste,BA,2024,11,4,0,Em dia,Médio,Cliente_761,61314963410.0,66531.3681890441,52.902368822999534,330.94631043582626,2022-09-22 01:55:22.392841,Pequeno Produtor,2.7980835044490076,Muito Baixo,Média,Sicoob Regional 47,MG,Nordeste,0.0,676.8159458756656
51,50,3013,Pronaf,Cana-de-açúcar,280372.58278043417,2025-03-02 01:55:22.165269,2025-11-09 01:55:22.202250,9.245633373940787,Ativo,0,Sul,MT,2025,3,1,0,Em dia,Grande,Cliente_3013,43834069577.0,122676.46803364818,89.76457601919756,550.3320864870997,2022-06-02 01:55:22.401084,Pequeno Produtor,3.1047227926078027,Médio,Média,Sicoob Regional 50,SP,Sudeste,0.0,1401.862913902171
52,31,1085,Pronamp,Café,257881.48102077423,2024-08-26 01:55:22.165273,2025-10-12 01:55:22.202254,12.418727521757091,Liquidado,0,Sul,MG,2024,8,3,0,Em dia,Grande,Cliente_1085,91774029452.0,139910.29040539855,61.956308962325394,754.7426063322055,2020-11-26 01:55:22.394039,Pequeno Produtor,4.618754277891855,Excelente,Média,Sicoob Regional 31,RS,Norte,0.0,1289.4074051038713
53,49,624,Custeio,Cana-de-açúcar,189059.29825242813,2024-04-12 01:55:22.165276,2026-05-25 01:55:22.202257,10.381330121848254,Ativo,0,Sudeste,GO,2024,4,2,0,Em dia,Médio,Cliente_624,22438635101.0,54922.10787084355,29.039321074610605,646.870666627701,2021-11-19 01:55:22.392288,Médio Produtor,3.6386036960985626,Médio,Média,Sicoob Regional 49,RS,Sudeste,0.0,945.2964912621406
54,48,4122,Pronamp,Milho,155902.75719945354,2025-06-22 01:55:22.165280,2026-06-16 01:55:22.202261,10.619371432446606,Ativo,0,Centro-Oeste,MG,2025,6,2,0,Em dia,Médio,Cliente_4122,62271397701.0,151870.8646616458,41.53640636496271,597.5847825575245,2020-09-02 01:55:22.404936,Pequeno Produtor,4.851471594798084,Médio,Média,Sicoob Regional 48,RS,Nordeste,0.0,779.5137859972677
55,40,1391,Pronamp,Algodão,148467.94209653788,2023-12-08 01:55:22.165283,2025-09-30 01:55:22.202264,5.946833787034379,Vencido,1,Centro-Oeste,GO,2023,12,4,0,1-30 dias,Médio,Cliente_1391,96693149352.0,65979.726287948,108.43752910561292,701.5585466130336,2022-06-09 01:55:22.395111,Pequeno Produtor,3.0855578370978782,Bom,Grande,Sicoob Regional 40,BA,Norte,0.0,1484.6794209653788
56,46,3719,Custeio,Soja,317739.8713663217,2024-08-24 01:55:22.165287,2026-05-08 01:55:22.202268,8.940688891062079,Liquidado,0,Centro-Oeste,BA,2024,8,3,0,Em dia,Grande,Cliente_3719,81511650303.0,120228.59669375372,1.0,362.7764588049421,2025-04-27 01:55:22.403541,Pequeno Produtor,0.2026009582477755,Muito Baixo,Pequena,Sicoob Regional 46,MG,Norte,0.0,1588.6993568316084
57,39,1547,Investimento,Milho,122219.10084318512,2024-11-18 01:55:22.165291,2025-11-22 01:55:22.202271,8.065372826037093,Ativo,0,Sudeste,BA,2024,11,4,0,Em dia,Médio,Cliente_1547,48624026035.0,64342.281867406666,137.0588894989844,394.5202363529847,2023-06-01 01:55:22.395890,Pequeno Produtor,2.108145106091718,Muito Baixo,Grande,Sicoob Regional 39,SP,Nordeste,0.0,611.0955042159256
58,45,85,Custeio,Algodão,433227.87086618616,2024-07-29 01:55:22.165294,2025-11-24 01:55:22.202275,7.282484992923527,Ativo,0,Sudeste,RS,2024,7,3,0,Em dia,Grande,Cliente_85,43674022395.0,85611.6259916161,51.526141048162415,708.1493803406513,2021-09-19 01:55:22.390254,Médio Produtor,3.805612594113621,Bom,Média,Sicoob Regional 45,BA,Sul,0.0,2166.139354330931
59,19,4023,Comercialização,Café,219600.7004542179,2025-01-12 01:55:22.165298,2025-12-06 01:55:22.202278,5.734342743727876,Ativo,0,Norte,RS,2025,1,1,0,Em dia,Grande,Cliente_4023,54901967502.0,115688.35095206652,67.54199876243945,785.066850755991,2023-10-14 01:55:22.404591,Grande Produtor,1.7385352498288844,Excelente,Média,Sicoob Regional 19,SP,Nordeste,0.0,1098.0035022710895
60,1,850,Pronamp,Milho,224634.7910674327,2023-08-05 01:55:22.165301,2025-10-22 01:55:22.202282,8.322048620792001,Ativo,0,Centro-Oeste,BA,2023,8,3,0,Em dia,Grande,Cliente_850,19880969543.0,38315.26902481551,103.0891557891356,547.5017181140611,2024-09-30 01:55:22.393172,Pequeno Produtor,0.7748117727583846,Médio,Grande,Sicoob Crediminas,MG,Sudeste,0.0,1123.1739553371635
61,35,522,Custeio,Café,308132.72924959444,2024-06-17 01:55:22.165305,2025-09-23 01:55:22.202285,7.9459163251848866,Ativo,0,Norte,PR,2024,6,2,0,Em dia,Grande,Cliente_522,57839318879.0,72165.42098874597,7.618992614828599,778.2245558438889,2021-06-17 01:55:22.391903,Pequeno Produtor,4.0629705681040384,Excelente,Pequena,Sicoob Regional 35,BA,Nordeste,0.0,1540.6636462479723
62,11,1434,Investimento,Soja,303429.43765533593,2024-11-01 01:55:22.165309,2026-01-17 01:55:22.202288,8.733176454937913,Liquidado,0,Centro-Oeste,MT,2024,11,4,0,Em dia,Grande,Cliente_1434,39736294720.0,20000.0,118.43841976608113,724.1918901428078,2022-05-08 01:55:22.395265,Médio Produtor,3.1731690622861053,Bom,Grande,Sicoob Regional 11,GO,Norte,0.0,1517.1471882766798
63,18,4011,Pronaf,Milho,292932.62059634883,2024-11-16 01:55:22.165312,2025-11-25 01:55:22.202292,7.064296661976539,Liquidado,0,Centro-Oeste,MT,2024,11,4,0,Em dia,Grande,Cliente_4011,79916482381.0,58261.66640740309,48.55749887013649,769.9554499084021,2020-09-20 01:55:22.404551,Médio Produtor,4.802190280629706,Excelente,Média,Sicoob Regional 18,MG,Sul,0.0,1464.6631029817443
64,9,1117,Investimento,Soja,255543.2162326832,2024-10-10 01:55:22.165316,2026-01-12 01:55:22.202295,10.109975965983397,Ativo,0,Norte,SP,2024,10,4,0,Em dia,Grande,Cliente_1117,90655605161.0,118844.754645243,45.08083125364578,796.409049576511,2024-03-24 01:55:22.394160,Médio Produtor,1.2950034223134839,Excelente,Média,Sicoob Regional 9,SP,Norte,0.0,1277.716081163416
