id_cliente,nome_cliente,cpf_cnpj,renda_anual,area_propriedade,score_credito,data_cadastro,segmento
195,Cliente_195,17003000541,154594.54390138894,124.94094046589379,555.554613409376,2024-04-13 01:55:22.390659,Médio Produtor
196,Cliente_196,72165726373,84574.42905919184,55.94236045337345,713.7467482843042,2021-12-29 01:55:22.390663,Pequeno Produtor
197,Cliente_197,81107297212,184482.57897919277,111.2651496585859,439.20497845666534,2020-11-21 01:55:22.390666,Médio Produtor
198,Cliente_198,85103106201,74083.26131682369,70.0867636288946,502.5194464694882,2022-08-31 01:55:22.390670,Médio Produtor
199,Cliente_199,25316692857,220543.74647824164,168.3524275714645,344.8593689346002,2024-10-31 01:55:22.390673,Médio Produtor
200,Cliente_200,46523929901,169108.0938852944,73.25421928275219,744.1916964524189,2020-11-09 01:55:22.390677,Médio Produtor
201,Cliente_201,16984042300,136278.4443705881,1.0,874.8427832501721,2025-02-19 01:55:22.390684,Pequeno Produtor
202,Cliente_202,38521270945,110228.36541658873,70.93073686069216,438.38124092988164,2024-05-29 01:55:22.390689,Pequeno Produtor
203,Cliente_203,82654713393,109199.98435151365,25.674788510357473,747.4109282368795,2022-07-05 01:55:22.390693,Pequeno Produtor
204,Cliente_204,95240964037,112503.05927380294,109.17291655541902,547.7514452413559,2023-08-04 01:55:22.390696,Médio Produtor
205,Cliente_205,17394427597,141989.61980200573,177.57995073906716,356.716843545559,2024-07-09 01:55:22.390700,Médio Produtor
206,Cliente_206,38045995141,96650.35752628541,78.89230411609412,886.2811333836516,2022-05-25 01:55:22.390703,Grande Produtor
207,Cliente_207,25011343977,82301.23674556299,110.59447537353861,406.6631115904971,2023-05-21 01:55:22.390707,Grande Produtor
208,Cliente_208,65503606015,188232.9607362813,16.466565594445882,405.331561116017,2025-02-19 01:55:22.390710,Pequeno Produtor
209,Cliente_209,12850283837,114898.23592849665,112.36873165000134,787.0523023093015,2021-05-25 01:55:22.390714,Pequeno Produtor
210,Cliente_210,27099208184,20000.0,98.75946054205673,842.9703841400288,2020-11-27 01:55:22.390717,Pequeno Produtor
211,Cliente_211,46967698415,39326.57188462284,50.92296754051906,648.2530677478957,2024-06-14 01:55:22.390721,Pequeno Produtor
212,Cliente_212,15148666816,161320.33251460324,57.04210248929509,482.1475090276083,2025-03-27 01:55:22.390724,Médio Produtor
213,Cliente_213,24824005976,102477.82619389203,101.3347529153158,833.1402630824214,2021-01-29 01:55:22.390728,Pequeno Produtor
214,Cliente_214,35953340189,140220.13721990265,29.027252817744646,401.87067817917614,2022-08-31 01:55:22.390731,Pequeno Produtor
215,Cliente_215,52434149182,119293.9150274622,32.397883205547686,749.3338469897894,2021-08-15 01:55:22.390734,Grande Produtor
216,Cliente_216,26984307449,165477.31313529483,83.76555377406056,702.9886426807795,2022-02-20 01:55:22.390738,Pequeno Produtor
217,Cliente_217,64349697967,122669.30750460751,93.25220256951619,423.5515725500111,2025-06-01 01:55:22.390741,Grande Produtor
218,Cliente_218,83559114930,153904.50653057257,74.81962610498611,543.3514385808753,2024-03-23 01:55:22.390745,Pequeno Produtor
219,Cliente_219,28370809750,43543.21100250812,117.17299542957497,417.22648817017364,2020-09-27 01:55:22.390748,Pequeno Produtor
220,Cliente_220,17686969139,121032.7434158596,71.58032465717731,789.8230176656618,2025-03-14 01:55:22.390752,Médio Produtor
221,Cliente_221,46812763686,84341.90671502573,62.05809162288314,361.1276356407048,2021-05-23 01:55:22.390755,Médio Produtor
